FIPStxt,Stabr,Area_name,Attribute,Value
1039,AL,Covington County,POVALL_2019,6269
1039,AL,Covington County,CI90LBALL_2019,5089
1039,AL,Covington County,CI90UBALL_2019,7449
1039,AL,Covington County,PCTPOVALL_2019,17.2
1039,AL,Covington County,CI90LBALLP_2019,14
1039,AL,Covington County,CI90UBALLP_2019,20.4
1039,AL,Covington County,POV017_2019,2133
1039,AL,Covington County,CI90LB017_2019,1619
1039,AL,Covington County,CI90UB017_2019,2647
1039,AL,Covington County,PCTPOV017_2019,26.6
1039,AL,Covington County,CI90LB017P_2019,20.2
1039,AL,Covington County,CI90UB017P_2019,33
1039,AL,Covington County,POV517_2019,1499
1039,AL,Covington County,CI90LB517_2019,1101
1039,AL,Covington County,CI90UB517_2019,1897
1039,AL,Covington County,PCTPOV517_2019,25.6
1039,AL,Covington County,CI90LB517P_2019,18.8
1039,AL,Covington County,CI90UB517P_2019,32.4
1039,AL,Covington County,MEDHHINC_2019,44836
1039,AL,Covington County,CI90LBINC_2019,41943
1039,AL,Covington County,CI90UBINC_2019,47729
1041,AL,Crenshaw County,Rural-urban_Continuum_Code_2003,8
1041,AL,Crenshaw County,Urban_Influence_Code_2003,6
1041,AL,Crenshaw County,Rural-urban_Continuum_Code_2013,8
1041,AL,Crenshaw County,Urban_Influence_Code_2013,6
1041,AL,Crenshaw County,POVALL_2019,2289
1041,AL,Crenshaw County,CI90LBALL_2019,1698
1041,AL,Crenshaw County,CI90UBALL_2019,2880
1041,AL,Crenshaw County,PCTPOVALL_2019,16.8
1041,AL,Crenshaw County,CI90LBALLP_2019,12.5
1041,AL,Crenshaw County,CI90UBALLP_2019,21.1
1041,AL,Crenshaw County,POV017_2019,771
1041,AL,Crenshaw County,CI90LB017_2019,505
1041,AL,Crenshaw County,CI90UB017_2019,1037
1041,AL,Crenshaw County,PCTPOV017_2019,25
1041,AL,Crenshaw County,CI90LB017P_2019,16.4
1041,AL,Crenshaw County,CI90UB017P_2019,33.6
1041,AL,Crenshaw County,POV517_2019,542
1041,AL,Crenshaw County,CI90LB517_2019,336
1041,AL,Crenshaw County,CI90UB517_2019,748
1041,AL,Crenshaw County,PCTPOV517_2019,23.5
1041,AL,Crenshaw County,CI90LB517P_2019,14.6
1041,AL,Crenshaw County,CI90UB517P_2019,32.4
1041,AL,Crenshaw County,MEDHHINC_2019,43309
1041,AL,Crenshaw County,CI90LBINC_2019,39763
1041,AL,Crenshaw County,CI90UBINC_2019,46855
1043,AL,Cullman County,Rural-urban_Continuum_Code_2003,6
1043,AL,Cullman County,Urban_Influence_Code_2003,3
1043,AL,Cullman County,Rural-urban_Continuum_Code_2013,4
1043,AL,Cullman County,Urban_Influence_Code_2013,3
1043,AL,Cullman County,POVALL_2019,10088
1043,AL,Cullman County,CI90LBALL_2019,7906
1043,AL,Cullman County,CI90UBALL_2019,12270
1043,AL,Cullman County,PCTPOVALL_2019,12.2
1043,AL,Cullman County,CI90LBALLP_2019,9.6
1043,AL,Cullman County,CI90UBALLP_2019,14.8
1043,AL,Cullman County,POV017_2019,3124
1043,AL,Cullman County,CI90LB017_2019,2200
1043,AL,Cullman County,CI90UB017_2019,4048
1043,AL,Cullman County,PCTPOV017_2019,17
1043,AL,Cullman County,CI90LB017P_2019,12
1043,AL,Cullman County,CI90UB017P_2019,22
1043,AL,Cullman County,POV517_2019,2176
1043,AL,Cullman County,CI90LB517_2019,1464
1043,AL,Cullman County,CI90UB517_2019,2888
1043,AL,Cullman County,PCTPOV517_2019,16.4
1043,AL,Cullman County,CI90LB517P_2019,11
1043,AL,Cullman County,CI90UB517P_2019,21.8
1043,AL,Cullman County,MEDHHINC_2019,50897
1043,AL,Cullman County,CI90LBINC_2019,47863
1043,AL,Cullman County,CI90UBINC_2019,53931
1045,AL,Dale County,Rural-urban_Continuum_Code_2003,4
1045,AL,Dale County,Urban_Influence_Code_2003,5
1045,AL,Dale County,Rural-urban_Continuum_Code_2013,4
1045,AL,Dale County,Urban_Influence_Code_2013,5
1045,AL,Dale County,POVALL_2019,8727
1045,AL,Dale County,CI90LBALL_2019,7491
1045,AL,Dale County,CI90UBALL_2019,9963
1045,AL,Dale County,PCTPOVALL_2019,18.1
1045,AL,Dale County,CI90LBALLP_2019,15.5
1045,AL,Dale County,CI90UBALLP_2019,20.7
1045,AL,Dale County,POV017_2019,3061
1045,AL,Dale County,CI90LB017_2019,2451
1045,AL,Dale County,CI90UB017_2019,3671
1045,AL,Dale County,PCTPOV017_2019,27.8
1045,AL,Dale County,CI90LB017P_2019,22.3
1045,AL,Dale County,CI90UB017P_2019,33.3
1045,AL,Dale County,POV517_2019,2079
1045,AL,Dale County,CI90LB517_2019,1607
1045,AL,Dale County,CI90UB517_2019,2551
1045,AL,Dale County,PCTPOV517_2019,26.7
1045,AL,Dale County,CI90LB517P_2019,20.6
1045,AL,Dale County,CI90UB517P_2019,32.8
1045,AL,Dale County,MEDHHINC_2019,45120
1045,AL,Dale County,CI90LBINC_2019,41156
1045,AL,Dale County,CI90UBINC_2019,49084
1047,AL,Dallas County,Rural-urban_Continuum_Code_2003,4
1047,AL,Dallas County,Urban_Influence_Code_2003,5
1047,AL,Dallas County,Rural-urban_Continuum_Code_2013,4
1047,AL,Dallas County,Urban_Influence_Code_2013,5
1047,AL,Dallas County,POVALL_2019,9533
1047,AL,Dallas County,CI90LBALL_2019,7470
1047,AL,Dallas County,CI90UBALL_2019,11596
1047,AL,Dallas County,PCTPOVALL_2019,26
1047,AL,Dallas County,CI90LBALLP_2019,20.4
1047,AL,Dallas County,CI90UBALLP_2019,31.6
1047,AL,Dallas County,POV017_2019,3497
1047,AL,Dallas County,CI90LB017_2019,2598
1047,AL,Dallas County,CI90UB017_2019,4396
1047,AL,Dallas County,PCTPOV017_2019,41
1047,AL,Dallas County,CI90LB017P_2019,30.5
1047,AL,Dallas County,CI90UB017P_2019,51.5
1047,AL,Dallas County,POV517_2019,2356
1047,AL,Dallas County,CI90LB517_2019,1622
1047,AL,Dallas County,CI90UB517_2019,3090
1047,AL,Dallas County,PCTPOV517_2019,37.1
1047,AL,Dallas County,CI90LB517P_2019,25.5
1047,AL,Dallas County,CI90UB517P_2019,48.7
1047,AL,Dallas County,MEDHHINC_2019,34034
1047,AL,Dallas County,CI90LBINC_2019,30327
1047,AL,Dallas County,CI90UBINC_2019,37741
1049,AL,DeKalb County,Rural-urban_Continuum_Code_2003,6
1049,AL,DeKalb County,Urban_Influence_Code_2003,6
1049,AL,DeKalb County,Rural-urban_Continuum_Code_2013,6
1049,AL,DeKalb County,Urban_Influence_Code_2013,6
1049,AL,DeKalb County,POVALL_2019,12848
1049,AL,DeKalb County,CI90LBALL_2019,10674
1049,AL,DeKalb County,CI90UBALL_2019,15022
1049,AL,DeKalb County,PCTPOVALL_2019,18.2
1049,AL,DeKalb County,CI90LBALLP_2019,15.1
1049,AL,DeKalb County,CI90UBALLP_2019,21.3
1049,AL,DeKalb County,POV017_2019,4947
1049,AL,DeKalb County,CI90LB017_2019,4070
1049,AL,DeKalb County,CI90UB017_2019,5824
1049,AL,DeKalb County,PCTPOV017_2019,29.4
1049,AL,DeKalb County,CI90LB017P_2019,24.2
1049,AL,DeKalb County,CI90UB017P_2019,34.6
1049,AL,DeKalb County,POV517_2019,3859
1049,AL,DeKalb County,CI90LB517_2019,3231
1049,AL,DeKalb County,CI90UB517_2019,4487
1049,AL,DeKalb County,PCTPOV517_2019,30.5
1049,AL,DeKalb County,CI90LB517P_2019,25.5
1049,AL,DeKalb County,CI90UB517P_2019,35.5
1049,AL,DeKalb County,MEDHHINC_2019,44277
1049,AL,DeKalb County,CI90LBINC_2019,40315
1049,AL,DeKalb County,CI90UBINC_2019,48239
1051,AL,Elmore County,Rural-urban_Continuum_Code_2003,2
1051,AL,Elmore County,Urban_Influence_Code_2003,2
1051,AL,Elmore County,Rural-urban_Continuum_Code_2013,2
1051,AL,Elmore County,Urban_Influence_Code_2013,2
1051,AL,Elmore County,POVALL_2019,8753
1051,AL,Elmore County,CI90LBALL_2019,6975
1051,AL,Elmore County,CI90UBALL_2019,10531
1051,AL,Elmore County,PCTPOVALL_2019,11.4
1051,AL,Elmore County,CI90LBALLP_2019,9.1
1051,AL,Elmore County,CI90UBALLP_2019,13.7
1051,AL,Elmore County,POV017_2019,3159
1051,AL,Elmore County,CI90LB017_2019,2393
1051,AL,Elmore County,CI90UB017_2019,3925
1051,AL,Elmore County,PCTPOV017_2019,17.7
1051,AL,Elmore County,CI90LB017P_2019,13.4
1051,AL,Elmore County,CI90UB017P_2019,22
1051,AL,Elmore County,POV517_2019,2348
1051,AL,Elmore County,CI90LB517_2019,1767
1051,AL,Elmore County,CI90UB517_2019,2929
1051,AL,Elmore County,PCTPOV517_2019,17.8
1051,AL,Elmore County,CI90LB517P_2019,13.4
1051,AL,Elmore County,CI90UB517P_2019,22.2
1051,AL,Elmore County,MEDHHINC_2019,62310
1051,AL,Elmore County,CI90LBINC_2019,57594
1051,AL,Elmore County,CI90UBINC_2019,67026
1053,AL,Escambia County,Rural-urban_Continuum_Code_2003,6
1053,AL,Escambia County,Urban_Influence_Code_2003,6
1053,AL,Escambia County,Rural-urban_Continuum_Code_2013,6
1053,AL,Escambia County,Urban_Influence_Code_2013,6
1053,AL,Escambia County,POVALL_2019,6980
1053,AL,Escambia County,CI90LBALL_2019,5495
1053,AL,Escambia County,CI90UBALL_2019,8465
1053,AL,Escambia County,PCTPOVALL_2019,20.5
1053,AL,Escambia County,CI90LBALLP_2019,16.1
1053,AL,Escambia County,CI90UBALLP_2019,24.9
1053,AL,Escambia County,POV017_2019,2191
1053,AL,Escambia County,CI90LB017_2019,1562
1053,AL,Escambia County,CI90UB017_2019,2820
1053,AL,Escambia County,PCTPOV017_2019,27.1
1053,AL,Escambia County,CI90LB017P_2019,19.3
1053,AL,Escambia County,CI90UB017P_2019,34.9
1053,AL,Escambia County,POV517_2019,1446
1053,AL,Escambia County,CI90LB517_2019,971
1053,AL,Escambia County,CI90UB517_2019,1921
1053,AL,Escambia County,PCTPOV517_2019,24.4
1053,AL,Escambia County,CI90LB517P_2019,16.4
1053,AL,Escambia County,CI90UB517P_2019,32.4
1053,AL,Escambia County,MEDHHINC_2019,42712
1053,AL,Escambia County,CI90LBINC_2019,37826
1053,AL,Escambia County,CI90UBINC_2019,47598
1055,AL,Etowah County,Rural-urban_Continuum_Code_2003,3
1055,AL,Etowah County,Urban_Influence_Code_2003,2
1055,AL,Etowah County,Rural-urban_Continuum_Code_2013,3
1055,AL,Etowah County,Urban_Influence_Code_2013,2
1055,AL,Etowah County,POVALL_2019,18801
1055,AL,Etowah County,CI90LBALL_2019,16286
1055,AL,Etowah County,CI90UBALL_2019,21316
1055,AL,Etowah County,PCTPOVALL_2019,18.8
1055,AL,Etowah County,CI90LBALLP_2019,16.3
1055,AL,Etowah County,CI90UBALLP_2019,21.3
1055,AL,Etowah County,POV017_2019,5754
1055,AL,Etowah County,CI90LB017_2019,4606
1055,AL,Etowah County,CI90UB017_2019,6902
1055,AL,Etowah County,PCTPOV017_2019,27
1055,AL,Etowah County,CI90LB017P_2019,21.6
1055,AL,Etowah County,CI90UB017P_2019,32.4
1055,AL,Etowah County,POV517_2019,3945
1055,AL,Etowah County,CI90LB517_2019,2988
1055,AL,Etowah County,CI90UB517_2019,4902
1055,AL,Etowah County,PCTPOV517_2019,25.6
1055,AL,Etowah County,CI90LB517P_2019,19.4
1055,AL,Etowah County,CI90UB517P_2019,31.8
1055,AL,Etowah County,MEDHHINC_2019,43047
1055,AL,Etowah County,CI90LBINC_2019,39460
1055,AL,Etowah County,CI90UBINC_2019,46634
1057,AL,Fayette County,Rural-urban_Continuum_Code_2003,6
1057,AL,Fayette County,Urban_Influence_Code_2003,6
1057,AL,Fayette County,Rural-urban_Continuum_Code_2013,6
1057,AL,Fayette County,Urban_Influence_Code_2013,6
1057,AL,Fayette County,POVALL_2019,2721
1057,AL,Fayette County,CI90LBALL_2019,2090
1057,AL,Fayette County,CI90UBALL_2019,3352
1057,AL,Fayette County,PCTPOVALL_2019,17
1057,AL,Fayette County,CI90LBALLP_2019,13.1
1057,AL,Fayette County,CI90UBALLP_2019,20.9
1057,AL,Fayette County,POV017_2019,779
1057,AL,Fayette County,CI90LB017_2019,520
1057,AL,Fayette County,CI90UB017_2019,1038
1057,AL,Fayette County,PCTPOV017_2019,23
1057,AL,Fayette County,CI90LB017P_2019,15.4
1057,AL,Fayette County,CI90UB017P_2019,30.6
1057,AL,Fayette County,POV517_2019,553
1057,AL,Fayette County,CI90LB517_2019,351
1057,AL,Fayette County,CI90UB517_2019,755
1057,AL,Fayette County,PCTPOV517_2019,22.2
1057,AL,Fayette County,CI90LB517P_2019,14.1
1057,AL,Fayette County,CI90UB517P_2019,30.3
1057,AL,Fayette County,MEDHHINC_2019,44212
1057,AL,Fayette County,CI90LBINC_2019,39183
1057,AL,Fayette County,CI90UBINC_2019,49241
1059,AL,Franklin County,Rural-urban_Continuum_Code_2003,6
1059,AL,Franklin County,Urban_Influence_Code_2003,6
1059,AL,Franklin County,Rural-urban_Continuum_Code_2013,6
1059,AL,Franklin County,Urban_Influence_Code_2013,6
1059,AL,Franklin County,POVALL_2019,4989
1059,AL,Franklin County,CI90LBALL_2019,3743
1059,AL,Franklin County,CI90UBALL_2019,6235
1059,AL,Franklin County,PCTPOVALL_2019,16.1
1059,AL,Franklin County,CI90LBALLP_2019,12.1
1059,AL,Franklin County,CI90UBALLP_2019,20.1
1059,AL,Franklin County,POV017_2019,1865
1059,AL,Franklin County,CI90LB017_2019,1300
1059,AL,Franklin County,CI90UB017_2019,2430
1059,AL,Franklin County,PCTPOV017_2019,24.5
1059,AL,Franklin County,CI90LB017P_2019,17.1
1059,AL,Franklin County,CI90UB017P_2019,31.9
1059,AL,Franklin County,POV517_2019,1303
1059,AL,Franklin County,CI90LB517_2019,878
1059,AL,Franklin County,CI90UB517_2019,1728
1059,AL,Franklin County,PCTPOV517_2019,23.5
1059,AL,Franklin County,CI90LB517P_2019,15.8
1059,AL,Franklin County,CI90UB517P_2019,31.2
1059,AL,Franklin County,MEDHHINC_2019,44874
1059,AL,Franklin County,CI90LBINC_2019,40069
1059,AL,Franklin County,CI90UBINC_2019,49679
1061,AL,Geneva County,Rural-urban_Continuum_Code_2003,3
1061,AL,Geneva County,Urban_Influence_Code_2003,2
1061,AL,Geneva County,Rural-urban_Continuum_Code_2013,3
1061,AL,Geneva County,Urban_Influence_Code_2013,2
1061,AL,Geneva County,POVALL_2019,4180
1061,AL,Geneva County,CI90LBALL_2019,3146
1061,AL,Geneva County,CI90UBALL_2019,5214
1061,AL,Geneva County,PCTPOVALL_2019,16.1
1061,AL,Geneva County,CI90LBALLP_2019,12.1
1061,AL,Geneva County,CI90UBALLP_2019,20.1
1061,AL,Geneva County,POV017_2019,1210
1061,AL,Geneva County,CI90LB017_2019,731
1061,AL,Geneva County,CI90UB017_2019,1689
1061,AL,Geneva County,PCTPOV017_2019,21.3
1061,AL,Geneva County,CI90LB017P_2019,12.9
1061,AL,Geneva County,CI90UB017P_2019,29.7
1061,AL,Geneva County,POV517_2019,981
1061,AL,Geneva County,CI90LB517_2019,587
1061,AL,Geneva County,CI90UB517_2019,1375
1061,AL,Geneva County,PCTPOV517_2019,23
1061,AL,Geneva County,CI90LB517P_2019,13.8
1061,AL,Geneva County,CI90UB517P_2019,32.2
1061,AL,Geneva County,MEDHHINC_2019,43089
1061,AL,Geneva County,CI90LBINC_2019,38784
1061,AL,Geneva County,CI90UBINC_2019,47394
1063,AL,Greene County,Rural-urban_Continuum_Code_2003,3
1063,AL,Greene County,Urban_Influence_Code_2003,2
1063,AL,Greene County,Rural-urban_Continuum_Code_2013,8
1063,AL,Greene County,Urban_Influence_Code_2013,6
1063,AL,Greene County,POVALL_2019,2553
1063,AL,Greene County,CI90LBALL_2019,1946
1063,AL,Greene County,CI90UBALL_2019,3160
1063,AL,Greene County,PCTPOVALL_2019,31.7
1063,AL,Greene County,CI90LBALLP_2019,24.2
1063,AL,Greene County,CI90UBALLP_2019,39.2
1063,AL,Greene County,POV017_2019,803
1063,AL,Greene County,CI90LB017_2019,552
1063,AL,Greene County,CI90UB017_2019,1054
1063,AL,Greene County,PCTPOV017_2019,45.8
1063,AL,Greene County,CI90LB017P_2019,31.5
1063,AL,Greene County,CI90UB017P_2019,60.1
1063,AL,Greene County,POV517_2019,572
1063,AL,Greene County,CI90LB517_2019,379
1063,AL,Greene County,CI90UB517_2019,765
1063,AL,Greene County,PCTPOV517_2019,44.1
1063,AL,Greene County,CI90LB517P_2019,29.2
1063,AL,Greene County,CI90UB517P_2019,59
1063,AL,Greene County,MEDHHINC_2019,28699
1063,AL,Greene County,CI90LBINC_2019,25744
1063,AL,Greene County,CI90UBINC_2019,31654
1065,AL,Hale County,Rural-urban_Continuum_Code_2003,3
1065,AL,Hale County,Urban_Influence_Code_2003,2
1065,AL,Hale County,Rural-urban_Continuum_Code_2013,3
1065,AL,Hale County,Urban_Influence_Code_2013,2
1065,AL,Hale County,POVALL_2019,2956
1065,AL,Hale County,CI90LBALL_2019,2212
1065,AL,Hale County,CI90UBALL_2019,3700
1065,AL,Hale County,PCTPOVALL_2019,20.5
1065,AL,Hale County,CI90LBALLP_2019,15.3
1065,AL,Hale County,CI90UBALLP_2019,25.7
1065,AL,Hale County,POV017_2019,1028
1065,AL,Hale County,CI90LB017_2019,682
1065,AL,Hale County,CI90UB017_2019,1374
1065,AL,Hale County,PCTPOV017_2019,30.8
1065,AL,Hale County,CI90LB017P_2019,20.4
1065,AL,Hale County,CI90UB017P_2019,41.2
1065,AL,Hale County,POV517_2019,729
1065,AL,Hale County,CI90LB517_2019,468
1065,AL,Hale County,CI90UB517_2019,990
1065,AL,Hale County,PCTPOV517_2019,30.9
1065,AL,Hale County,CI90LB517P_2019,19.9
1065,AL,Hale County,CI90UB517P_2019,41.9
1065,AL,Hale County,MEDHHINC_2019,40745
1065,AL,Hale County,CI90LBINC_2019,36247
1065,AL,Hale County,CI90UBINC_2019,45243
1067,AL,Henry County,Rural-urban_Continuum_Code_2003,3
1067,AL,Henry County,Urban_Influence_Code_2003,2
1067,AL,Henry County,Rural-urban_Continuum_Code_2013,3
1067,AL,Henry County,Urban_Influence_Code_2013,2
1067,AL,Henry County,POVALL_2019,2919
1067,AL,Henry County,CI90LBALL_2019,2321
1067,AL,Henry County,CI90UBALL_2019,3517
1067,AL,Henry County,PCTPOVALL_2019,17.2
1067,AL,Henry County,CI90LBALLP_2019,13.7
1067,AL,Henry County,CI90UBALLP_2019,20.7
1067,AL,Henry County,POV017_2019,1005
1067,AL,Henry County,CI90LB017_2019,772
1067,AL,Henry County,CI90UB017_2019,1238
1067,AL,Henry County,PCTPOV017_2019,29.2
1067,AL,Henry County,CI90LB017P_2019,22.4
1067,AL,Henry County,CI90UB017P_2019,36
1067,AL,Henry County,POV517_2019,718
1067,AL,Henry County,CI90LB517_2019,531
1067,AL,Henry County,CI90UB517_2019,905
1067,AL,Henry County,PCTPOV517_2019,28
1067,AL,Henry County,CI90LB517P_2019,20.7
1067,AL,Henry County,CI90UB517P_2019,35.3
1067,AL,Henry County,MEDHHINC_2019,48597
1067,AL,Henry County,CI90LBINC_2019,43450
1067,AL,Henry County,CI90UBINC_2019,53744
1069,AL,Houston County,Rural-urban_Continuum_Code_2003,3
1069,AL,Houston County,Urban_Influence_Code_2003,2
1069,AL,Houston County,Rural-urban_Continuum_Code_2013,3
1069,AL,Houston County,Urban_Influence_Code_2013,2
1069,AL,Houston County,POVALL_2019,20207
1069,AL,Houston County,CI90LBALL_2019,18225
1069,AL,Houston County,CI90UBALL_2019,22189
1069,AL,Houston County,PCTPOVALL_2019,19.4
1069,AL,Houston County,CI90LBALLP_2019,17.5
1069,AL,Houston County,CI90UBALLP_2019,21.3
1069,AL,Houston County,POV017_2019,6601
1069,AL,Houston County,CI90LB017_2019,5665
1069,AL,Houston County,CI90UB017_2019,7537
1069,AL,Houston County,PCTPOV017_2019,27.8
1069,AL,Houston County,CI90LB017P_2019,23.9
1069,AL,Houston County,CI90UB017P_2019,31.7
1069,AL,Houston County,POV517_2019,4439
1069,AL,Houston County,CI90LB517_2019,3677
1069,AL,Houston County,CI90UB517_2019,5201
1069,AL,Houston County,PCTPOV517_2019,25.7
1069,AL,Houston County,CI90LB517P_2019,21.3
1069,AL,Houston County,CI90UB517P_2019,30.1
1069,AL,Houston County,MEDHHINC_2019,50138
1069,AL,Houston County,CI90LBINC_2019,47462
1069,AL,Houston County,CI90UBINC_2019,52814
1071,AL,Jackson County,Rural-urban_Continuum_Code_2003,6
1071,AL,Jackson County,Urban_Influence_Code_2003,5
1071,AL,Jackson County,Rural-urban_Continuum_Code_2013,6
1071,AL,Jackson County,Urban_Influence_Code_2013,5
1071,AL,Jackson County,POVALL_2019,7481
1071,AL,Jackson County,CI90LBALL_2019,5989
1071,AL,Jackson County,CI90UBALL_2019,8973
1071,AL,Jackson County,PCTPOVALL_2019,14.7
1071,AL,Jackson County,CI90LBALLP_2019,11.8
1071,AL,Jackson County,CI90UBALLP_2019,17.6
1071,AL,Jackson County,POV017_2019,2049
1071,AL,Jackson County,CI90LB017_2019,1445
1071,AL,Jackson County,CI90UB017_2019,2653
1071,AL,Jackson County,PCTPOV017_2019,19.6
1071,AL,Jackson County,CI90LB017P_2019,13.8
1071,AL,Jackson County,CI90UB017P_2019,25.4
1071,AL,Jackson County,POV517_2019,1502
1071,AL,Jackson County,CI90LB517_2019,1050
1071,AL,Jackson County,CI90UB517_2019,1954
1071,AL,Jackson County,PCTPOV517_2019,19.4
1071,AL,Jackson County,CI90LB517P_2019,13.6
1071,AL,Jackson County,CI90UB517P_2019,25.2
1071,AL,Jackson County,MEDHHINC_2019,44322
1071,AL,Jackson County,CI90LBINC_2019,40684
1071,AL,Jackson County,CI90UBINC_2019,47960
1073,AL,Jefferson County,Rural-urban_Continuum_Code_2003,1
1073,AL,Jefferson County,Urban_Influence_Code_2003,1
1073,AL,Jefferson County,Rural-urban_Continuum_Code_2013,1
1073,AL,Jefferson County,Urban_Influence_Code_2013,1
1073,AL,Jefferson County,POVALL_2019,104288
1073,AL,Jefferson County,CI90LBALL_2019,95487
1073,AL,Jefferson County,CI90UBALL_2019,113089
1073,AL,Jefferson County,PCTPOVALL_2019,16.2
1073,AL,Jefferson County,CI90LBALLP_2019,14.8
1073,AL,Jefferson County,CI90UBALLP_2019,17.6
1073,AL,Jefferson County,POV017_2019,33205
1073,AL,Jefferson County,CI90LB017_2019,28713
1073,AL,Jefferson County,CI90UB017_2019,37697
1073,AL,Jefferson County,PCTPOV017_2019,22.5
1073,AL,Jefferson County,CI90LB017P_2019,19.4
1073,AL,Jefferson County,CI90UB017P_2019,25.6
1073,AL,Jefferson County,POV517_2019,22124
1073,AL,Jefferson County,CI90LB517_2019,18668
1073,AL,Jefferson County,CI90UB517_2019,25580
1073,AL,Jefferson County,PCTPOV517_2019,20.9
1073,AL,Jefferson County,CI90LB517P_2019,17.6
1073,AL,Jefferson County,CI90UB517P_2019,24.2
1073,AL,Jefferson County,MEDHHINC_2019,54127
1073,AL,Jefferson County,CI90LBINC_2019,51853
1073,AL,Jefferson County,CI90UBINC_2019,56401
1075,AL,Lamar County,Rural-urban_Continuum_Code_2003,9
1075,AL,Lamar County,Urban_Influence_Code_2003,10
1075,AL,Lamar County,Rural-urban_Continuum_Code_2013,8
1075,AL,Lamar County,Urban_Influence_Code_2013,7
1075,AL,Lamar County,POVALL_2019,2070
1075,AL,Lamar County,CI90LBALL_2019,1547
1075,AL,Lamar County,CI90UBALL_2019,2593
1075,AL,Lamar County,PCTPOVALL_2019,15.3
1075,AL,Lamar County,CI90LBALLP_2019,11.4
1075,AL,Lamar County,CI90UBALLP_2019,19.2
1075,AL,Lamar County,POV017_2019,628
1075,AL,Lamar County,CI90LB017_2019,414
1075,AL,Lamar County,CI90UB017_2019,842
1075,AL,Lamar County,PCTPOV017_2019,21.6
1075,AL,Lamar County,CI90LB017P_2019,14.3
1075,AL,Lamar County,CI90UB017P_2019,28.9
1075,AL,Lamar County,POV517_2019,423
1075,AL,Lamar County,CI90LB517_2019,258
1075,AL,Lamar County,CI90UB517_2019,588
1075,AL,Lamar County,PCTPOV517_2019,19.8
1075,AL,Lamar County,CI90LB517P_2019,12.1
1075,AL,Lamar County,CI90UB517P_2019,27.5
1075,AL,Lamar County,MEDHHINC_2019,42686
1075,AL,Lamar County,CI90LBINC_2019,37685
1075,AL,Lamar County,CI90UBINC_2019,47687
